committee_name,committee_description,effective,expiration,filing_type,committee_id
Malheur County Republican Central Committee,"Political Party, Republican",11/23/2004,11/19/2006,Amendment,331
Malheur County Republican Central Committee,"Political Party, Republican",11/25/2002,11/22/2004,Amendment,331
Malheur County Republican Central Committee,"Political Party, Republican",11/27/1998,11/24/2002,Amendment,331
Malheur County Republican Central Committee,"Political Party, Republican",04/18/1997,11/26/1998,Amendment,331
Malheur County Republican Central Committee,"Political Party, Republican",02/12/1996,04/17/1997,Amendment,331
Malheur County Republican Central Committee,"Political Party, Republican",11/20/1995,02/11/1996,Amendment,331
Malheur County Republican Central Committee,"Political Party, Republican",07/07/1994,11/19/1995,Amendment,331
Malheur County Republican Central Committee,"Political Party, Republican",07/13/1992,07/06/1994,Amendment,331
Malheur County Republican Central Committee,"Political Party, Republican",09/30/1991,07/12/1992,Amendment,331
Malheur County Republican Central Committee,"Political Party, Republican",11/29/1990,09/29/1991,Amendment,331
Malheur County Republican Central Committee,"Political Party, Republican",09/27/1990,11/28/1990,Amendment,331
Malheur County Republican Central Committee,"Political Party, Republican",09/11/1990,09/26/1990,Amendment,331
Malheur County Republican Central Committee,"Political Party, Republican",02/09/1989,09/10/1990,Amendment,331
Malheur County Republican Central Committee,"Political Party, Republican",06/23/1986,02/08/1989,Amendment,331
Malheur County Republican Central Committee,"Political Party, Republican",07/25/1984,06/22/1986,Amendment,331
Malheur County Republican Central Committee,"Political Party, Republican",10/05/1983,07/24/1984,Original,331
Marion County Democratic Central Committee,"Political Party, Democrat",12/04/2012,,Amendment,332
Marion County Democratic Central Committee,"Political Party, Democrat",07/25/2012,12/04/2012,Amendment,332
Marion County Democratic Central Committee,"Political Party, Democrat",12/09/2010,07/25/2012,Amendment,332
Marion County Democratic Central Committee,"Political Party, Democrat",02/13/2009,12/09/2010,Amendment,332
Marion County Democratic Central Committee,"Political Party, Democrat",06/03/2008,02/12/2009,Amendment,332
Marion County Democratic Central Committee,"Political Party, Democrat",01/30/2008,06/02/2008,Amendment,332
Marion County Democratic Central Committee,"Political Party, Democrat",11/26/2004,01/29/2008,Amendment,332
Marion County Democratic Central Committee,"Political Party, Democrat",07/25/1997,11/25/2004,Amendment,332
Marion County Democratic Central Committee,"Political Party, Democrat",01/29/1997,07/24/1997,Amendment,332
Marion County Democratic Central Committee,"Political Party, Democrat",12/07/1996,01/28/1997,Amendment,332
Marion County Democratic Central Committee,"Political Party, Democrat",04/22/1996,12/06/1996,Amendment,332
Marion County Democratic Central Committee,"Political Party, Democrat",01/08/1993,04/21/1996,Amendment,332
Marion County Democratic Central Committee,"Political Party, Democrat",11/27/1991,01/07/1993,Amendment,332
Marion County Democratic Central Committee,"Political Party, Democrat",01/07/1991,11/26/1991,Amendment,332
Marion County Democratic Central Committee,"Political Party, Democrat",09/08/1989,01/06/1991,Amendment,332
Marion County Democratic Central Committee,"Political Party, Democrat",04/03/1989,09/07/1989,Amendment,332
Marion County Democratic Central Committee,"Political Party, Democrat",07/09/1982,04/02/1989,Amendment,332
Marion County Democratic Central Committee,"Political Party, Democrat",10/09/1981,07/08/1982,Original,332
Marion County Republican Central Committee,"Political Party, Republican",05/23/2017,,Amendment,333
Marion County Republican Central Committee,"Political Party, Republican",04/25/2017,05/23/2017,Amendment,333
Marion County Republican Central Committee,"Political Party, Republican",02/18/2017,04/25/2017,Amendment,333
Marion County Republican Central Committee,"Political Party, Republican",11/29/2016,02/18/2017,Amendment,333
Marion County Republican Central Committee,"Political Party, Republican",09/28/2015,11/29/2016,Amendment,333
Marion County Republican Central Committee,"Political Party, Republican",12/01/2014,09/28/2015,Amendment,333
Marion County Republican Central Committee,"Political Party, Republican",11/27/2012,12/01/2014,Amendment,333
Marion County Republican Central Committee,"Political Party, Republican",11/19/2012,11/27/2012,Amendment,333
Marion County Republican Central Committee,"Political Party, Republican",11/20/2010,11/19/2012,Amendment,333
Marion County Republican Central Committee,"Political Party, Republican",03/23/2010,11/20/2010,Amendment,333
Marion County Republican Central Committee,"Political Party, Republican",11/21/2009,03/23/2010,Amendment,333
Marion County Republican Central Committee,"Political Party, Republican",10/18/2009,11/20/2009,Amendment,333
Marion County Republican Central Committee,"Political Party, Republican",11/24/2008,10/17/2009,Amendment,333
Marion County Republican Central Committee,"Political Party, Republican",03/21/2008,11/23/2008,Amendment,333
Marion County Republican Central Committee,"Political Party, Republican",10/29/2007,03/20/2008,Amendment,333
Marion County Republican Central Committee,"Political Party, Republican",11/20/2006,10/28/2007,Amendment,333
Marion County Republican Central Committee,"Political Party, Republican",02/07/2005,11/19/2006,Amendment,333
Marion County Republican Central Committee,"Political Party, Republican",12/29/2003,02/06/2005,Amendment,333
Marion County Republican Central Committee,"Political Party, Republican",11/17/2000,12/28/2003,Amendment,333
Marion County Republican Central Committee,"Political Party, Republican",02/22/2000,11/16/2000,Amendment,333
Marion County Republican Central Committee,"Political Party, Republican",02/01/1999,02/21/2000,Amendment,333
Marion County Republican Central Committee,"Political Party, Republican",01/22/1997,01/31/1999,Amendment,333
Marion County Republican Central Committee,"Political Party, Republican",02/12/1996,01/21/1997,Amendment,333
Marion County Republican Central Committee,"Political Party, Republican",11/02/1995,02/11/1996,Amendment,333
Marion County Republican Central Committee,"Political Party, Republican",04/21/1995,11/01/1995,Amendment,333
Marion County Republican Central Committee,"Political Party, Republican",05/10/1990,04/20/1995,Amendment,333
Marion County Republican Central Committee,"Political Party, Republican",03/20/1989,05/09/1990,Amendment,333
Marion County Republican Central Committee,"Political Party, Republican",07/10/1987,03/19/1989,Amendment,333
Marion County Republican Central Committee,"Political Party, Republican",12/17/1984,07/09/1987,Amendment,333
Marion County Republican Central Committee,"Political Party, Republican",10/05/1983,12/16/1984,Original,333
Friends of Greg Matthews,"State Representative, 50th District, Democrat",01/29/2014,,Amendment,12891
Friends of Greg Matthews,"State Representative, 50th District, Democrat",01/16/2014,01/29/2014,Amendment,12891
Friends of Greg Matthews,"State Representative, 50th District, Democrat",01/25/2011,01/16/2014,Amendment,12891
Friends of Greg Matthews,"State Representative, 50th District, Democrat",05/25/2010,01/25/2011,Amendment,12891
Friends of Greg Matthews,"State Representative, 50th District, Democrat",03/09/2010,05/25/2010,Amendment,12891
Friends of Greg Matthews,"State Representative, 50th District, Democrat",06/26/2008,03/09/2010,Amendment,12891
Friends of Greg Matthews,"State Representative, 50th District, Democrat",04/17/2008,06/25/2008,Amendment,12891
Friends of Greg Matthews,"State Representative, 50th District, Democrat",03/07/2008,04/16/2008,Original,12891
Committee to Elect Diane McKeel for Multnomah County Commissioner,"County Commissioner, Multnomah County, District 4, Nonpartisan",08/14/2011,,Amendment,12500
Committee to Elect Diane McKeel for Multnomah County Commissioner,"County Commissioner, Multnomah County, District 4, Nonpartisan",09/22/2008,08/14/2011,Amendment,12500
Committee to Elect Diane McKeel for Multnomah County Commissioner,"County Commissioner, Multnomah County, District 4, Nonpartisan",07/08/2008,09/21/2008,Amendment,12500
Committee to Elect Diane McKeel for Multnomah County Commissioner,"County Commissioner, Multnomah County, District 4, Nonpartisan",10/23/2007,07/07/2008,Original,12500
Reelect Judge Maureen McKnight,"Judge of the Circuit Court, 4th District, Position 13, Nonpartisan",10/02/2013,,Amendment,12919
Reelect Judge Maureen McKnight,"Judge of the Circuit Court, 4th District, Position 13, Nonpartisan",03/29/2008,10/02/2013,Amendment,12919
Reelect Judge Maureen McKnight,"Judge of the Circuit Court, 4th District, Position 13, Nonpartisan",03/10/2008,03/28/2008,Original,12919
Friends of Rob Milesnick,"County Commissioner, Multnomah County, District 3, Nonpartisan",12/30/2011,,Amendment,10447
Committee to Elect Rob Milesnick,"County Commissioner, Multnomah County, District 3, Nonpartisan",03/09/2011,12/14/2011,Amendment,10447
Committee to Elect Rob Milesnick,"County Commissioner, Multnomah County, District 3, Nonpartisan",08/14/2008,03/09/2011,Amendment,10447
Committee to Elect Rob Milesnick,"County Commissioner, Multnomah County, District 3, Nonpartisan",06/26/2008,08/13/2008,Amendment,10447
Committee to Elect Rob Milesnick,"County Commissioner, Multnomah County, District 3, Nonpartisan",03/19/2008,06/25/2008,Amendment,10447
Committee to Elect Rob Milesnick,"County Commissioner, Multnomah County, District 3, Nonpartisan",06/07/2007,03/18/2008,Original,10447
Money Is Not Democracy,Miscellaneous,05/26/2015,,Amendment,4630
Money Is Not Democracy,Miscellaneous,10/03/2006,05/26/2015,Amendment,4630
Money Is Not Democracy (Mind),Miscellaneous,04/14/2005,10/02/2006,Amendment,4630
Money Is Not Democracy (Mind),Miscellaneous,09/16/2004,04/13/2005,Amendment,4630
Money Is Not Democracy (Mind),Political Action Committee,07/28/2003,09/15/2004,Original,4630
Friends of Laurie Monnes Anderson,"State Senator, 25th District, Democrat",10/27/2015,,Amendment,3584
Friends of Laurie Monnes Anderson,"State Senator, 25th District, Democrat",08/19/2011,10/27/2015,Amendment,3584
Friends of Laurie Monnes Anderson,"State Senator, 25th District, Democrat",11/09/2010,08/19/2011,Amendment,3584
Friends of Laurie Monnes Anderson,"State Senator, 25th District, Democrat",01/19/2010,11/09/2010,Amendment,3584
Friends of Laurie Monnes Anderson,"State Senator, 25th District, Democrat",01/06/2010,01/19/2010,Amendment,3584
Friends of Laurie Monnes Anderson,"State Senator, 25th District, Democrat",06/26/2008,01/06/2010,Amendment,3584
Friends of Laurie Monnes Anderson,"State Senator, 25th District, Democrat",04/21/2008,06/25/2008,Amendment,3584
Friends of Laurie Monnes Anderson,"State Senator, 25th District, Democrat",04/17/2008,04/20/2008,Amendment,3584
Friends of Laurie Monnes Anderson,"State Senator, 25th District, Democrat",03/27/2008,04/16/2008,Amendment,3584
Friends of Laurie Monnes Anderson,"State Senator, 25th District, Democrat",01/22/2008,03/26/2008,Amendment,3584
Friends of Laurie Monnes Anderson,"State Senator, 25th District, Democrat",10/09/2007,01/21/2008,Amendment,3584
Friends of Laurie Monnes Anderson,"State Senator, 25th District, Democrat",10/08/2007,10/08/2007,Amendment,3584
"Monnes Anderson, Laurie, Friends of","State Senator, 25th District, Democrat",11/17/2003,10/07/2007,Amendment,3584
"Monnes Anderson, Laurie, Friends of","State Representative, 50th District, Democrat",12/11/2001,11/16/2003,Amendment,3584
"Monnes Anderson, Laurie, Friends of","State Representative, 22nd District, Democrat",11/19/1999,12/10/2001,Original,3584
Friends of Rod Monroe,"State Senator, 24th District, Democrat",08/09/2017,,Amendment,5319
Friends of Rod Monroe,"State Senator, 24th District, Democrat",09/24/2013,08/09/2017,Amendment,5319
Friends of Rod Monroe,"State Senator, 24th District, Democrat",06/17/2010,09/24/2013,Amendment,5319
Friends of Rod Monroe,"State Senator, 24th District, Democrat",01/19/2010,06/17/2010,Amendment,5319
Friends of Rod Monroe,"State Senator, 24th District, Democrat",07/23/2009,01/19/2010,Amendment,5319
Friends of Rod Monroe,"Director, Mt. Hood Community College, Zone 4, Nonpartisan",05/24/2009,07/22/2009,Amendment,5319
Friends of Rod Monroe,"Director, Mt. Hood Community College, Zone 4, Nonpartisan",12/29/2008,05/23/2009,Amendment,5319
"Monroe, Rod, Friends of","State Senator, 24th District, Democrat",06/22/2006,12/28/2008,Amendment,5319
"Monroe, Rod, Friends of","State Senator, 24th District, Democrat",03/07/2006,06/21/2006,Original,5319
Mortgage Industry for Responsible Government,Miscellaneous,01/10/2014,,Amendment,97
Mortgage Industry for Responsible Government,Miscellaneous,01/23/2011,01/10/2014,Amendment,97
Mortgage Industry for Responsible Government,Miscellaneous,10/07/2009,01/23/2011,Amendment,97
Mortgage Industry for Responsible Government,Miscellaneous,09/29/2008,10/06/2009,Amendment,97
Mortgage Industry for Responsible Government,Miscellaneous,07/28/2008,09/28/2008,Amendment,97
Mortgage Industry for Responsible Government,Miscellaneous,03/21/2008,07/27/2008,Amendment,97
Mortgage Industry for Responsible Government,Miscellaneous,11/08/2007,03/20/2008,Amendment,97
Mortgage Industry for Responsible Government,Miscellaneous,09/10/2007,11/07/2007,Amendment,97
Mortgage Industry for Responsible Government,Miscellaneous,08/10/2007,09/09/2007,Amendment,97
Mortgage Industry for Responsible Government,Miscellaneous,08/09/2007,08/09/2007,Amendment,97
Mortgage Industry for Responsible Government,Miscellaneous,03/11/2005,08/08/2007,Amendment,97
Mortgage Industry for Responsible Government,Miscellaneous,01/26/2005,03/10/2005,Amendment,97
